"TID","EN","FR","DE","ES","IT","NL","NO","TR","JP","KR","RU","AR","PT","CN","CNT","FA","ID","MS","TH","FI","VI"
"TID_CRAP5","An old dog doesn't bark lies.",,,,,,,,,,,,,,,,,,,,
"TID_CRAP6","I do not recognize his achievements as almost anything",,,,,,,,,,,,,,,,,,,,
"TID_CRAP7","A barking dog does not bite.",,,,,,,,,,,,,,,,,,,,
"TID_CRAP8","What is acquired easily is lost easily.",,,,,,,,,,,,,,,,,,,,
"TID_CRAP9","Big fish are worth of fishing even if you don't catch one.",,,,,,,,,,,,,,,,,,,,
"TID_CRAP10","A poke in the eye for those, who dwell on the past.",,,,,,,,,,,,,,,,,,,,
"TID_CRAP11","Who promises a lot, gives a little.",,,,,,,,,,,,,,,,,,,,
"TID_CRAP12","When you flee from a wolf, you run into a bear.",,,,,,,,,,,,,,,,,,,,
"TID_CRAP13","A soldier will fight long and hard for a bit of colored ribbon.",,,,,,,,,,,,,,,,,,,,
"TID_CRAP14","In a country according to its customs.",,,,,,,,,,,,,,,,,,,,
"TID_CRAP15","Such mother, such daughter.",,,,,,,,,,,,,,,,,,,,
"TID_CRAP16","Such father, such son.",,,,,,,,,,,,,,,,,,,,
"TID_CRAP17","One sleeps like one makes his bed.",,,,,,,,,,,,,,,,,,,,
"TID_CRAP18","Actions have consequences.",,,,,,,,,,,,,,,,,,,,
"TID_CRAP19","The forest answers in the same way one shouts at it.",,,,,,,,,,,,,,,,,,,,
"TID_CRAP20","One's own help is the best help.",,,,,,,,,,,,,,,,,,,,
"TID_CRAP21","Helping yourself is the best way to help yourself.",,,,,,,,,,,,,,,,,,,,
"TID_CRAP22","Iron must be forged when it is hot.",,,,,,,,,,,,,,,,,,,,
"TID_CRAP23","Little is better than nothing.",,,,,,,,,,,,,,,,,,,,
"TID_CRAP24","Evil will get its pay.",,,,,,,,,,,,,,,,,,,,
"TID_CRAP25","Better a bitter truth than a sweet lie.",,,,,,,,,,,,,,,,,,,,
"TID_CRAP26","Better one hazel grouse in the bag, than ten on the branch.",,,,,,,,,,,,,,,,,,,,
"TID_CRAP27","A beloved child has many names.",,,,,,,,,,,,,,,,,,,,
"TID_CRAP28","You reap what you sow.",,,,,,,,,,,,,,,,,,,,
"TID_CRAP29","The mouth lies, but the eyes tell the truth.",,,,,,,,,,,,,,,,,,,,
"TID_CRAP30","A tree is climbed from its base.",,,,,,,,,,,,,,,,,,,,
"TID_CRAP31","Nobody who ever gave his best regretted it.",,,,,,,,,,,,,,,,,,,,
"TID_CRAP32","One doesn't recognize the really important moments in one's life until it's too late.",,,,,,,,,,,,,,,,,,,,
"TID_CRAP33","The bitterest tears shed over graves are for words left unsaid and deeds left undone.",,,,,,,,,,,,,,,,,,,,
"TID_CRAP34","Regrets are idle; yet history is one long regret. Everything might have turned out so differently.",,,,,,,,,,,,,,,,,,,,
"TID_CRAP35","Soldiers usually win the battles and generals get the credit for them.",,,,,,,,,,,,,,,,,,,,
"TID_CRAP36","A soldier will fight long and hard for a bit of colored ribbon.",,,,,,,,,,,,,,,,,,,,
"TID_CRAP37","Old soldiers never die; they just fade away.",,,,,,,,,,,,,,,,,,,,
"TID_CRAP38","Everyone knows what can happen to soldiers who are in front line units.",,,,,,,,,,,,,,,,,,,,
"TID_CRAP39","A handful of soldiers is always better than a mouthful of arguments.",,,,,,,,,,,,,,,,,,,,
"TID_CRAP40","When goods do not cross borders, soldiers will.",,,,,,,,,,,,,,,,,,,,
"TID_CRAP41","The soldier's main enemy is not the opposing soldier, but his own commander.",,,,,,,,,,,,,,,,,,,,
"TID_CRAP42","Be strong, believe in who you are; be strong, believe in what you feel.",,,,,,,,,,,,,,,,,,,,
"TID_CRAP43","Do not pray for easy lives. Pray to be stronger men.",,,,,,,,,,,,,,,,,,,,
"TID_CRAP44","Flexibility makes buildings to be stronger, imagine what it can do to your soul.",,,,,,,,,,,,,,,,,,,,
"TID_CRAP45","Pain is temporary- The pain you feel today is only to get strength to face tomorrow.",,,,,,,,,,,,,,,,,,,,
"TID_CRAP46","Life is, at times, tough. And all we need to do is to prove that we are tougher than it.",,,,,,,,,,,,,,,,,,,,
"TID_CRAP47","When you come to the end of your rope, tie a knot and hang on.",,,,,,,,,,,,,,,,,,,,
"TID_TROOPS","TROOPS",,,,,,,,,,,,,,,,,,,,
"TID_NAME_TOO_SHORT","Try longer name!",,,,,,,,,,,,,,,,,,,,
"TID_SHOP_POPUP_TITLE","Shop",,,,,,,,,,,,,,,,,,,,
"TID_SHOP_ITEM_FREE","Free",,,,,,,,,,,,,,,,,,,,
"TID_BUILT","Built:",,,,,,,,,,,,,,,,,,,,
"TID_DECO_NAME","Obstacle",,,,,,,,,,,,,,,,,,,,
"TID_ATTRIBUTE_DAMAGE","DAMAGE",,,,,,,,,,,,,,,,,,,,
"TID_ATTRIBUTE_TARGET","TARGETS",,,,,,,,,,,,,,,,,,,,
"TID_ATTRIBUTE_AREA_DAMAGE","AREA DAMAGE",,,,,,,,,,,,,,,,,,,,
"TID_ATTRIBUTE_SPAWN_AREA_EFFECT","<param0> EFFECT",,,,,,,,,,,,,,,,,,,,
"TID_ATTRIBUTE_DURATION","DURATION",,,,,,,,,,,,,,,,,,,,
"TID_ATTRIBUTE_RANGE","ATTACK RANGE",,,,,,,,,,,,,,,,,,,,
"TID_ATTRIBUTE_DISTANCE","DISTANCE",,,,,,,,,,,,,,,,,,,,
"TID_ATTRIBUTE_DPS","DAMAGE/SEC",,,,,,,,,,,,,,,,,,,,
"TID_ATTRIBUTE_COUNT","COUNT",,,,,,,,,,,,,,,,,,,,
"TID_ATTRIBUTE_SQUAD_SIZE","SQUAD SIZE",,,,,,,,,,,,,,,,,,,,
"TID_ATTRIBUTE_RADIUS","RADIUS",,,,,,,,,,,,,,,,,,,,
"TID_ATTRIBUTE_SHIELD_HEALTH","SHIELD HEALTH",,,,,,,,,,,,,,,,,,,,
"TID_ATTRIBUTE_HEALTH","HEALTH",,,,,,,,,,,,,,,,,,,,
"TID_ATTRIBUTE_HIT_SPEED","ATTACK SPEED",,,,,,,,,,,,,,,,,,,,
"TID_ATTRIBUTE_SPEED","MOVE SPEED",,,,,,,,,,,,,,,,,,,,
"TID_ATTRIBUTE_MELEE_RANGE","Melee",,,,,,,,,,,,,,,,,,,,
"TID_ATTRIBUTE_HEAL_PER_SEC","HEALTH/SEC",,,,,,,,,,,,,,,,,,,,
"TID_ATTRIBUTE_BOOST","BOOST",,,,,,,,,,,,,,,,,,,,
"TID_ATTRIBUTE_DEATH_DAMAGE","DEATH DAMAGE",,,,,,,,,,,,,,,,,,,,
"TID_ATTRIBUTE_TRAP_SPAWN_COUNT","<param0> COUNT",,,,,,,,,,,,,,,,,,,,
"TID_ATTRIBUTE_TRAP_BULLET_SPAWN_COUNT","<param0> COUNT",,,,,,,,,,,,,,,,,,,,
"TID_ATTRIBUTE_SPAWN_COUNT","SPAWN COUNT",,,,,,,,,,,,,,,,,,,,
"TID_ATTRIBUTE_BULLET_RANGE","SHOT RANGE",,,,,,,,,,,,,,,,,,,,
"TID_ATTRIBUTE_FREEZE_DURATION","FREEZE DURATION",,,,,,,,,,,,,,,,,,,,
"TID_ATTRIBUTE_MAX_SPAWN_COUNT","SQUAD SIZE",,,,,,,,,,,,,,,,,,,,
"TID_ATTRIBUTE_LIFETIME","LIFETIME",,,,,,,,,,,,,,,,,,,,
"TID_ATTRIBUTE_SPAWN_TIME","UNIT DEPLOY TIME",,,,,,,,,,,,,,,,,,,,
"TID_ATTRIBUTE_SPAWN_AREA_EFFECT_DPS","<param0> DPS",,,,,,,,,,,,,,,,,,,,
"TID_ATTRIBUTE_SPAWN_DAMAGE","DAMAGE",,,,,,,,,,,,,,,,,,,,
"TID_ATTRIBUTE_SPAWN_CHARACTER_COUNT","<param0> COUNT",,,,,,,,,,,,,,,,,,,,
"TID_ATTRIBUTE_SPAWN_CHARACTER_LEVEL","<param0> LEVEL",,,,,,,,,,,,,,,,,,,,
"TID_ATTRIBUTE_PER_SECOND_VALUE","<VALUE>/sec",,,,,,,,,,,,,,,,,,,,
"TID_ATTRIBUTE_COUNT_VALUE","x <COUNT>",,,,,,,,,,,,,,,,,,,,
"TID_ATTRIBUTE_BUILDING_DAMAGE","BUILDING DAMAGE",,,,,,,,,,,,,,,,,,,,
"TID_DECIMAL_FORMAT","<FULL>.<DECIMAL>",,,,,,,,,,,,,,,,,,,,
"TID_TARGETS_BUILDINGS","Buildings",,,,,,,,,,,,,,,,,,,,
"TID_TARGETS_AIR_AND_GROUND","Air & Ground",,,,,,,,,,,,,,,,,,,,
"TID_TARGETS_AIR","Air",,,,,,,,,,,,,,,,,,,,
"TID_TARGETS_GROUND","Ground",,,,,,,,,,,,,,,,,,,,
"TID_TARGETS_TROOPS","Troops",,,,,,,,,,,,,,,,,,,,
"TID_SPEED_1","Very Slow",,,,,,,,,,,,,,,,,,,,
"TID_SPEED_2","Slow",,,,,,,,,,,,,,,,,,,,
"TID_SPEED_3","Medium",,,,,,,,,,,,,,,,,,,,
"TID_SPEED_4","Fast",,,,,,,,,,,,,,,,,,,,
"TID_SPEED_5","Very Fast",,,,,,,,,,,,,,,,,,,,
"TID_SPEED_6","Ultra Fast",,,,,,,,,,,,,,,,,,,,
"TID_CATEGORY_BUILDINGS","Buildings",,,,,,,,,,,,,,,,,,,,
"TID_CATEGORY_DECOS","Obstacles",,,,,,,,,,,,,,,,,,,,
"TID_GOLD","GOLD",,,,,,,,,,,,,,,,,,,,
"TID_GEMS","GEMS",,,,,,,,,,,,,,,,,,,,
"TID_MINERAL","Mineral",,,,,,,,,,,,,,,,,,,,
"TID_INFO_I","i",,,,,,,,,,,,,,,,,,,,
"TID_NOT_ENOUGH_RESOURCE_STORAGE_GOLD","Not enough storage space for Gold",,,,,,,,,,,,,,,,,,,,
"TID_NOT_ENOUGH_RESOURCE_STORAGE_MINERAL","Not enough storage space for Mineral",,,,,,,,,,,,,,,,,,,,
"TID_AIRDROPS","AIRDROPS",,,,,,,,,,,,,,,,,,,,
"TID_ALL_AVAILABLE_BOUGHT","All available buildings already bought!",,,,,,,,,,,,,,,,,,,,
"TID_REWARD_POPUP","Rewards",,,,,,,,,,,,,,,,,,,,
"TID_YOU_GOT","YOU GOT:",,,,,,,,,,,,,,,,,,,,
"TID_CAN_UNLOCK","UNLOCK ",,,,,,,,,,,,,,,,,,,,
"TID_REWARDS_NEW_CARD","NEW CARD UNLOCKED!",,,,,,,,,,,,,,,,,,,,
"TID_REWARDS_BIG","DOUBLE REWARDS!",,,,,,,,,,,,,,,,,,,,
"TID_REWARDS_HUGE","3x REWARDS!",,,,,,,,,,,,,,,,,,,,
"TID_REWARDS_GIANT","4x REWARDS!",,,,,,,,,,,,,,,,,,,,
"TID_NOT_ENOUGH_EXP_TO_UNLOCK","You need to have at least one card to unlock!",,,,,,,,,,,,,,,,,,,,
"TID_REWARD_IDLE_POPUP","CHOPPER brought you:",,,,,,,,,,,,,,,,,,,,
"TID_PLACE_UNIT_ON_PLAYFIELD_WARNING","Place units inside the deploy area",,,,,,,,,,,,,,,,,,,,
"TID_BUILD_BUILDING_FIRST","You need to build the building first!",,,,,,,,,,,,,,,,,,,,
"TID_HOME_BUILDINGS","Home Buildings",,,,,,,,,,,,,,,,,,,,
"TID_MATCHMAKE_UNLOCKS_AFTER_SINGLE_PLAYER","Get <num> Stars to unlock the GOLD MINE",,,,,,,,,,,,,,,,,,,,
"TID_COMPLETED","Complete!",,,,,,,,,,,,,,,,,,,,
"TID_NEW","NEW!",,,,,,,,,,,,,,,,,,,,
"TID_OUTPOST_INFO","GOLD MINES produce resources.\n\nPlace defenses to keep production building safe from enemy attacks!",,,,,,,,,,,,,,,,,,,,
"TID_OUTPOST_CAPTURED","GOLD MINE CAPTURED",,,,,,,,,,,,,,,,,,,,
"TID_PLACE_ALL_YOUR_HOUSING_FIRST","Place more DEFENSES or TROOPS",,,,,,,,,,,,,,,,,,,,
"TID_FINISH_YOUR_DEFENCE_BASE_FIRST","Place DEFENSES in your GOLD MINE first!",,,,,,,,,,,,,,,,,,,,
"TID_NEW_OUTPOST_CAPTURED","NEW GOLD MINE CAPTURED!",,,,,,,,,,,,,,,,,,,,
"TID_NO_UNIT_SELECTED","No unit selected!",,,,,,,,,,,,,,,,,,,,
"TID_DEFEAT","DEFEAT!",,,,,,,,,,,,,,,,,,,,
"TID_VICTORY","VICTORY!",,,,,,,,,,,,,,,,,,,,
"TID_PERFECT_VICTORY","FLAWLESS VICTORY!",,,,,,,,,,,,,,,,,,,,
"TID_TIED","TIE",,,,,,,,,,,,,,,,,,,,
"TID_STAR_BONUS","3 STAR BONUS!",,,,,,,,,,,,,,,,,,,,
"TID_STAR_BONUS_SIZE","50,00%",,,,,,,,,,,,,,,,,,,,
"TID_BUTTON_UPGRADE_TROOPS","RESEARCH",,,,,,,,,,,,,,,,,,,,
"TID_BATTLE_LOG_POPUP","BATTLE LOG",,,,,,,,,,,,,,,,,,,,
"TID_BATTLE_LOG_BUTTON","Log",,,,,,,,,,,,,,,,,,,,
"TID_BUTTON_WATCH","REPLAY",,,,,,,,,,,,,,,,,,,,
"TID_BUTTON_REVENGE","Revenge",,,,,,,,,,,,,,,,,,,,
"TID_BUTTON_CAPTURE","CAPTURE",,,,,,,,,,,,,,,,,,,,
"TID_BUTTON_SAVE_GOHOME","SAVE & GO HOME",,,,,,,,,,,,,,,,,,,,
"TID_BUTTON_SAVE_GOBACK","SAVE",,,,,,,,,,,,,,,,,,,,
"TID_BUTTON_BACK_TO_MAP","BACK TO MAP",,,,,,,,,,,,,,,,,,,,
"TID_ATTACKER","Attacker",,,,,,,,,,,,,,,,,,,,
"TID_LOOT_LEFT","LOOT LEFT:",,,,,,,,,,,,,,,,,,,,
"TID_MORE_LOOT_IN_TIMER","More Loot in <time>",,,,,,,,,,,,,,,,,,,,
"TID_REWARD_CAP_REACHED","LOOT CAP REACHED",,,,,,,,,,,,,,,,,,,,
"TID_SETTINGS","Settings",,,,,,,,,,,,,,,,,,,,
"TID_DEFENSE_REWARD","DEFENSE REWARD",,,,,,,,,,,,,,,,,,,,
"TID_YOU_DEFENDED_FOR","You defended for",,,,,,,,,,,,,,,,,,,,
"TID_COLLECT_BONUS_BUTTON","Collect Bonus",,,,,,,,,,,,,,,,,,,,
"TID_YOU_DEFENDED_FOR_NUM_BATTLES","in <num> battles",,,,,,,,,,,,,,,,,,,,
"TID_EXCLAMATION","!",,,,,,,,,,,,,,,,,,,,
"TID_CATEGORY_DEFENCES","Defenses",,,,,,,,,,,,,,,,,,,,
"TID_CATEGORY_ATTACKS","Attacks",,,,,,,,,,,,,,,,,,,,
"TID_NOTIF_KEY_TIMER_RESET","KEYS replenished! Time to get more loot.",,,,,,,,,,,,,,,,,,,,
"TID_NOTIF_OUTPOST_TIMER_RESET","GOLD MINE expired! Restart your gold production now.",,,,,,,,,,,,,,,,,,,,
"TID_NOTIF_OUTPOST_FULL","GOLD MINE full! Collect your gold.",,,,,,,,,,,,,,,,,,,,
"TID_NOTIF_SUPPLY_BOX_RECEIVED","FREE BOX delivered! Collect it from your camp now.",,,,,,,,,,,,,,,,,,,,
"TID_NOTIF_NEW_DOMINATION_AVAILABLE","DOMINATION available! Take your Team into battle.",,,,,,,,,,,,,,,,,,,,
"TID_NOTIF_COMMANDERS_HEALED","COMMANDER healed! Time to battle.",,,,,,,,,,,,,,,,,,,,
"TID_OUTPOST_EXPIRED","EXPIRED!",,,,,,,,,,,,,,,,,,,,
"TID_OUTPOST_EXPIRED_CONTENT","GOLD MINE has expired!\n\nCapture a new GOLD MINE by pressing OK.",,,,,,,,,,,,,,,,,,,,
"TID_COME_BACK_NOTIFICATION_SMALL","Your troops need you! Come back!",,,,,,,,,,,,,,,,,,,,
"TID_COME_BACK_NOTIFICATION_MEDIUM","Your troops need you! Come back!",,,,,,,,,,,,,,,,,,,,
"TID_COME_BACK_NOTIFICATION_LARGE","Your troops need you! Come back!",,,,,,,,,,,,,,,,,,,,
"TID_COMMANDERS","COMMANDER",,,,,,,,,,,,,,,,,,,,
"TID_NO_LOOT","OUT OF KEYS - NO LOOT",,,,,,,,,,,,,,,,,,,,
"TID_TAP_TO_OPEN","TAP TO OPEN BOX",,,,,,,,,,,,,,,,,,,,
"TID_UNIT_NOT_SELECTED","NOT FOUND",,,,,,,,,,,,,,,,,,,,
"TID_UNIT_NOT_SELECTED2","NOT SELECTED",,,,,,,,,,,,,,,,,,,,
"TID_COMMANDER_LOCKED","Not found",,,,,,,,,,,,,,,,,,,,
"TID_COMMANDERS_LOCKED","You haven't found any COMMANDERS yet",,,,,,,,,,,,,,,,,,,,
"TID_AIRDROPS_LOCKED","You haven't found any AIRDROPS yet",,,,,,,,,,,,,,,,,,,,
"TID_COMMANDER_POPUP","Select a COMMANDER",,,,,,,,,,,,,,,,,,,,
"TID_YOUR_COMMANDER","SELECTED",,,,,,,,,,,,,,,,,,,,
"TID_COMMANDER_ATTACK_TROOPS","Additional Attack Troops:",,,,,,,,,,,,,,,,,,,,
"TID_YOUR_COMMANDERS","COMMANDERS",,,,,,,,,,,,,,,,,,,,
"TID_CHANGE_TROOPS","Change TROOPS",,,,,,,,,,,,,,,,,,,,
"TID_COMMANDER_TROOP","COMMANDER:",,,,,,,,,,,,,,,,,,,,
"TID_CHANGE_ABILITIES","Change AIRDROPS",,,,,,,,,,,,,,,,,,,,
"TID_POP_OVER_HINT_KEY_BUTTON","Keys: <num>\nMax: <max>\nNew every <time>\n\nKeys are required to get boxes from battle",,,,,,,,,,,,,,,,,,,,
"TID_STREAM_ENTRY_AGE","<time> ago",,,,,,,,,,,,,,,,,,,,
"TID_CHAT_INFO","RUSH Chat",,,,,,,,,,,,,,,,,,,,
"TID_CHAT_WELCOME","Welcome to the global chat.\n\nPlease be respectful and polite towards others. Offensive behavior is not tolerated.\n\nDo not share any private information (email, phone number, address, passwords)!",,,,,,,,,,,,,,,,,,,,
"TID_CLAN_TROPHIES","Team Score",,,,,,,,,,,,,,,,,,,,
"TID_DOMINATIONS_WON","Dominations Won",,,,,,,,,,,,,,,,,,,,
"TID_LOCATION","Location",,,,,,,,,,,,,,,,,,,,
"TID_CLAN_MEMBERS","Members",,,,,,,,,,,,,,,,,,,,
"TID_CLAN_TYPE","Status",,,,,,,,,,,,,,,,,,,,
"TID_CLAN_REQ_TROPHY","Required Stars",,,,,,,,,,,,,,,,,,,,
"TID_CLAN_TOTAL_STARS","Total Team Goal Stars",,,,,,,,,,,,,,,,,,,,
"TID_CLAN_LOCATION","Location",,,,,,,,,,,,,,,,,,,,
"TID_ACTIVE_IN","Active in:",,,,,,,,,,,,,,,,,,,,
"TID_VIEW_ALLIANCE_TAB1","Team",,,,,,,,,,,,,,,,,,,,
"TID_VIEW_ALLIANCE_TAB2","Team Goals",,,,,,,,,,,,,,,,,,,,
"TID_VIEW_ALLIANCE_TAB3","Search Teams",,,,,,,,,,,,,,,,,,,,
"TID_ALLIANCE_TAB1","Join Team",,,,,,,,,,,,,,,,,,,,
"TID_ALLIANCE_TAB2","Create a New Team",,,,,,,,,,,,,,,,,,,,
"TID_ALLIANCE_EDIT_TEAM","Edit Team",,,,,,,,,,,,,,,,,,,,
"TID_ALLIANCE_TYPE_OPEN","Open",,,,,,,,,,,,,,,,,,,,
"TID_ALLIANCE_TYPE_CLOSED","Closed",,,,,,,,,,,,,,,,,,,,
"TID_ALLIANCE_TYPE_INVITE_ONLY","Invite Only",,,,,,,,,,,,,,,,,,,,
"TID_ALLIANCE_PROMOTE_BUTTON","Promote to <role>",,,,,,,,,,,,,,,,,,,,
"TID_ALLIANCE_DEMOTE_BUTTON","Demote to <role>",,,,,,,,,,,,,,,,,,,,
"TID_INVITE_TO_TEAM_MESSAGE","You've been invited to join a Team",,,,,,,,,,,,,,,,,,,,
"TID_PROMOTE_CONFIRMATION_TITLE","Promote",,,,,,,,,,,,,,,,,,,,
"TID_PROMOTE_CONFIRMATION","Promote <name> to <role>?",,,,,,,,,,,,,,,,,,,,
"TID_PROMOTE_LEADER_CONFIRMATION_TITLE","Promote",,,,,,,,,,,,,,,,,,,,
"TID_PROMOTE_LEADER_CONFIRMATION","Step down and make <name> the new Leader?",,,,,,,,,,,,,,,,,,,,
"TID_DEMOTE_CONFIRMATION_TITLE","Demote",,,,,,,,,,,,,,,,,,,,
"TID_DEMOTE_CONFIRMATION","Demote <name> to Member?",,,,,,,,,,,,,,,,,,,,
"TID_KICK_FROM_TEAM_MESSAGE","You've been removed from the Team!",,,,,,,,,,,,,,,,,,,,
"TID_INVITE_BY","By: <name>",,,,,,,,,,,,,,,,,,,,
"TID_TEAM_MESSAGE_TITLE","Title",,,,,,,,,,,,,,,,,,,,
"TID_TEAM_MESSAGE","Message",,,,,,,,,,,,,,,,,,,,
"TID_TEAM_INVITE_ACCEPT_TITLE","Invitation accepted",,,,,,,,,,,,,,,,,,,,
"TID_TEAM_INVITE_REJECT_TITLE","Invitation rejected",,,,,,,,,,,,,,,,,,,,
"TID_TEAM_INVITE_ACCEPT_MESSAGE","<name> has accepted your invitation",,,,,,,,,,,,,,,,,,,,
"TID_TEAM_INVITE_REJECT_MESSAGE","<name> has rejected your invitation",,,,,,,,,,,,,,,,,,,,
"TID_TEAM_YOUR_TEAM","You belong to this Team!",,,,,,,,,,,,,,,,,,,,
"TID_INVITE_POPUP_TITLE","Invite to Team?",,,,,,,,,,,,,,,,,,,,
"TID_INVITE_POPUP_TEXT","<name> is not member of any Team, send an invite?",,,,,,,,,,,,,,,,,,,,
"TID_BUTTON_ACCEPT","Accept",,,,,,,,,,,,,,,,,,,,
"TID_BUTTON_REJECT","Reject",,,,,,,,,,,,,,,,,,,,
"TID_SEARCH_TEAM","Search for a Team",,,,,,,,,,,,,,,,,,,,
"TID_SEARCH_TEAM_HINT","Please type the first letters of the Team you want to search for",,,,,,,,,,,,,,,,,,,,
"TID_VIEW_TEAM","Team Members",,,,,,,,,,,,,,,,,,,,
"TID_VIEW_TEAM_ACHIEVEMENT","Team Goals",,,,,,,,,,,,,,,,,,,,
"TID_VIEW_TEAM_SEARCH","Search Teams",,,,,,,,,,,,,,,,,,,,
"TID_PREVIOUS","PREVIOUS",,,,,,,,,,,,,,,,,,,,
"TID_NEXT","NEXT",,,,,,,,,,,,,,,,,,,,
"TID_TEAM_NAME","Team Name",,,,,,,,,,,,,,,,,,,,
"TID_TEAM_BADGE","Team Badge",,,,,,,,,,,,,,,,,,,,
"TID_DESCRIPTION","Description",,,,,,,,,,,,,,,,,,,,
"TID_TYPE","Status",,,,,,,,,,,,,,,,,,,,
"TID_TROPHY_LIMIT","Required Stars",,,,,,,,,,,,,,,,,,,,
"TID_CREATE_TEAM_BADGE_BUTTON","Browse",,,,,,,,,,,,,,,,,,,,
"TID_TOO_SHORT_ALLIANCE_NAME","Please enter longer name",,,,,,,,,,,,,,,,,,,,
"TID_SELECT_TO_JOIN","SELECT A TEAM TO JOIN",,,,,,,,,,,,,,,,,,,,
"TID_SEARCH_TEAM_HEADER","Search for a Team",,,,,,,,,,,,,,,,,,,,
"TID_SEARCH_FOR_TEAM","Or search for a Team",,,,,,,,,,,,,,,,,,,,
"TID_SEARCH_FOR_TEAM_ALREADY_IN_TEAM","Type Team name for a search",,,,,,,,,,,,,,,,,,,,
"TID_DISPLAYING_RESULT","Displaying results for '<term>'",,,,,,,,,,,,,,,,,,,,
"TID_SEARCH_BUTTON","SEARCH",,,,,,,,,,,,,,,,,,,,
"TID_NO_SEARCH_RESULTS","No results for '<term>'",,,,,,,,,,,,,,,,,,,,
"TID_LEAVE_BUTTON","Leave",,,,,,,,,,,,,,,,,,,,
"TID_EDIT_BUTTON","Edit",,,,,,,,,,,,,,,,,,,,
"TID_JOIN_BUTTON","Join",,,,,,,,,,,,,,,,,,,,
"TID_I","i",,,,,,,,,,,,,,,,,,,,
"TID_ALLIANCE_LEAVE_CONFIRMATION_TITLE","Leave Team?",,,,,,,,,,,,,,,,,,,,
"TID_ALLIANCE_LEAVE_CONFIRMATION","Do you really want to leave the Team?",,,,,,,,,,,,,,,,,,,,
"TID_CHAT_FAIL_BANNED","You have been temporarily muted in the Global Chat.",,,,,,,,,,,,,,,,,,,,
"TID_CHAT_JUST_BANNED","Other players have reported you for inappropriate comments. You have been muted in the global chat.",,,,,,,,,,,,,,,,,,,,
"TID_ALLIANCE_ROLE_ADMIN","Admin",,,,,,,,,,,,,,,,,,,,
"TID_ALLIANCE_ROLE_CO_LEADER","Co-Leader",,,,,,,,,,,,,,,,,,,,
"TID_ALLIANCE_ROLE_LEADER","Leader",,,,,,,,,,,,,,,,,,,,
"TID_ALLIANCE_ROLE_MEMBER","Member",,,,,,,,,,,,,,,,,,,,
"TID_ALLIANCE_ROLE_ELDER","Elder",,,,,,,,,,,,,,,,,,,,
"TID_ALLIANCE_JOIN_OK","You are now a member of Team <name>!",,,,,,,,,,,,,,,,,,,,
"TID_SEARCH_STATUS","Searching for Teams...",,,,,,,,,,,,,,,,,,,,
"TID_ALLIANCE_CREATE_OK","You've successfully created a new Team!",,,,,,,,,,,,,,,,,,,,
"TID_SEARCH_NO_RESULTS","No results found for '<term>'",,,,,,,,,,,,,,,,,,,,
"TID_BUTTON_SAVE","Save",,,,,,,,,,,,,,,,,,,,
"JOIN_CLAN_REQUEST_POPUP_TITLE","Request to join <name>",,,,,,,,,,,,,,,,,,,,
"TID_ALLIANCE_DEFAULT_JOIN_REQUEST_MESSAGE","I'd like to join your awesome Team please!",,,,,,,,,,,,,,,,,,,,
"TID_BUTTON_SEND","SEND",,,,,,,,,,,,,,,,,,,,
"TID_ALLIANCE_ACCEPTED_BY","Accepted by <name>",,,,,,,,,,,,,,,,,,,,
"TID_ALLIANCE_REJECTED_BY","Rejected by <name>",,,,,,,,,,,,,,,,,,,,
"TID_ACCEPT_ALLIANCE_JOIN_REQUEST","Accept join request?",,,,,,,,,,,,,,,,,,,,
"TID_STREAM_EVENT_ACCEPTED","<sender> was accepted by <target>",,,,,,,,,,,,,,,,,,,,
"TID_STREAM_EVENT_DEMOTED","<sender> was demoted by <target>",,,,,,,,,,,,,,,,,,,,
"TID_STREAM_EVENT_PROMOTED","<sender> was promoted by <target>",,,,,,,,,,,,,,,,,,,,
"TID_STREAM_EVENT_JOINED","<sender> joined the Team",,,,,,,,,,,,,,,,,,,,
"TID_STREAM_EVENT_KICKED","<sender> has been removed from the Team by <target>",,,,,,,,,,,,,,,,,,,,
"TID_STREAM_EVENT_LEFT","<sender> has left the Team",,,,,,,,,,,,,,,,,,,,
"TID_STREAM_EVENT_WAR_STARTED","<sender> started a DOMINATION",,,,,,,,,,,,,,,,,,,,
"TID_STREAM_EVENT_WAR_NO_MATCH","DOMINATION Matchmaking Failed!",,,,,,,,,,,,,,,,,,,,
"TID_STREAM_EVENT_WAR_CANCELLED","<sender> cancelled DOMINATION matchmaking",,,,,,,,,,,,,,,,,,,,
"TID_ALLIANCE_TROOP_RECEIVED","You have received level <level> <troop> from <avatar>!",,,,,,,,,,,,,,,,,,,,
"TID_ALLIANCE_TROOP_RELEASED","<c3><troop></c> has left your Team!",,,,,,,,,,,,,,,,,,,,
"TID_ALLIANCE_TROOP_RETURNED_BACK","Your <c3><troop></c> has returned home!",,,,,,,,,,,,,,,,,,,,
"TID_STREAM_DONATE_BUTTON","Borrow",,,,,,,,,,,,,,,,,,,,
"TID_ALLIANCE_STREAM_REWARD","You received <number>XP",,,,,,,,,,,,,,,,,,,,
"TID_VIEW_PROFILE_BUTTON","Profile",,,,,,,,,,,,,,,,,,,,
"TID_INVITE_BUTTON","Invite",,,,,,,,,,,,,,,,,,,,
"TID_VIEW_ALLIANCE","View Team",,,,,,,,,,,,,,,,,,,,
